date,machine_id,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,health_score,failure_risk
2024-07-02,M01,299.1,310.5,1497.8,46.7,79.8,68.9,0.129
2024-07-03,M01,302.1,316.1,1420.8,44.2,81.3,61.5,0.135
2024-07-04,M01,299.2,309.4,1607.1,35.1,91.0,60.3,0.142
2024-07-05,M01,299.6,310.1,1369.4,50.0,86.2,60.3,0.15
2024-07-06,M01,300.8,312.6,1501.5,45.5,87.2,62.0,0.157
2024-07-07,M01,296.6,308.0,1572.0,29.9,87.4,59.9,0.165
2024-07-08,M01,302.5,315.6,1359.9,42.0,95.3,54.8,0.172
2024-07-09,M01,299.7,311.2,1483.7,42.9,92.3,54.3,0.18
2024-07-10,M01,299.9,312.9,1537.3,41.2,106.1,61.8,0.188
2024-07-11,M01,297.1,309.0,1367.7,45.1,97.6,57.9,0.197
2024-07-12,M01,298.2,309.7,1406.8,48.8,92.8,52.5,0.205
2024-07-13,M01,300.4,312.9,1210.8,42.3,89.6,52.3,0.214
2024-07-14,M01,296.8,308.3,1455.2,42.3,107.9,50.7,0.222
2024-07-15,M01,300.7,312.4,1475.0,39.6,98.7,46.9,0.231
2024-07-16,M01,301.5,314.8,1349.6,51.8,115.2,48.3,0.241
2024-07-17,M01,298.8,311.3,1378.7,44.8,119.8,47.0,0.25
2024-07-18,M01,297.4,309.9,1500.9,46.7,114.8,46.3,0.26
2024-07-19,M01,297.9,310.0,1555.0,54.8,103.9,46.4,0.269
2024-07-20,M01,297.8,309.2,1388.2,47.7,110.8,45.6,0.279
2024-07-21,M01,294.9,308.1,1568.0,44.6,133.0,40.5,0.289
2024-07-22,M01,301.6,313.3,1340.1,42.6,131.1,48.5,0.299
2024-07-23,M01,300.4,311.7,1225.4,52.6,134.0,41.5,0.31
2024-07-24,M01,301.5,315.6,1459.1,46.3,104.8,48.3,0.32
2024-07-25,M01,294.7,306.8,1523.6,40.1,142.3,42.5,0.331
2024-07-26,M01,300.5,313.9,1404.5,45.1,134.7,40.4,0.342
2024-07-27,M01,299.8,312.0,1413.9,42.9,133.1,37.9,0.353
2024-07-28,M01,299.8,313.0,1584.8,47.2,118.5,40.5,0.365
2024-07-29,M01,302.9,315.8,1380.2,49.7,136.1,38.9,0.376
2024-07-30,M01,298.8,310.2,1383.9,43.2,126.0,34.1,0.388
2024-07-31,M01,301.3,315.4,1443.1,45.7,133.9,36.1,0.4
2024-08-01,M01,296.8,309.0,1381.2,46.1,158.5,35.6,0.412
2024-08-02,M01,298.7,310.8,1623.7,47.7,140.1,36.4,0.424
2024-08-03,M01,294.8,307.6,1483.8,47.1,137.3,35.7,0.436
2024-08-04,M01,300.3,314.5,1344.9,43.6,123.2,33.2,0.449
2024-08-05,M01,299.5,313.9,1346.5,49.7,163.9,26.3,0.461
2024-08-06,M01,301.7,315.5,1414.6,51.9,163.4,26.6,0.474
2024-08-07,M01,300.8,313.9,1514.1,45.6,152.6,31.7,0.487
2024-08-08,M01,299.9,314.2,1367.7,44.7,158.6,30.2,0.501
2024-08-09,M01,300.2,312.1,1469.1,47.8,159.5,28.0,0.514
2024-08-10,M01,299.7,312.4,1437.2,47.1,159.9,31.9,0.528
2024-08-11,M01,295.9,309.2,1092.6,53.4,166.8,30.5,0.541
2024-08-12,M01,302.8,316.0,1266.2,46.1,150.4,27.3,0.555
2024-08-13,M01,298.9,312.0,1540.5,43.5,178.5,22.1,0.57
2024-08-14,M01,300.9,314.1,1371.5,45.6,165.1,19.3,0.584
2024-08-15,M01,300.8,313.2,1359.6,52.5,151.2,26.2,0.598
2024-08-16,M01,299.9,313.7,1499.7,46.6,149.6,20.8,0.613
2024-08-17,M01,301.2,314.2,1492.6,48.8,188.3,19.5,0.628
2024-08-18,M01,295.9,308.6,1466.8,52.7,152.5,17.5,0.643
2024-08-19,M01,298.3,311.3,1347.2,49.4,148.5,17.3,0.658
2024-08-20,M01,301.4,314.2,1184.8,49.2,196.4,13.3,0.674
2024-08-21,M01,299.3,311.3,1478.5,50.6,184.2,17.0,0.689
2024-08-22,M01,300.3,315.1,1434.2,45.3,178.9,21.5,0.705
2024-08-23,M01,296.7,309.6,1450.8,53.9,169.4,16.7,0.721
2024-08-24,M01,301.8,315.2,1457.3,46.6,199.6,14.0,0.737
2024-08-25,M01,300.7,313.4,1444.5,48.0,175.5,18.3,0.753
2024-08-26,M01,301.2,314.4,1172.0,45.8,182.0,11.3,0.77
2024-08-27,M01,303.6,317.8,1333.9,44.6,208.6,11.7,0.786
2024-08-28,M01,297.3,310.5,1348.0,42.4,208.8,9.3,0.803
2024-08-29,M01,301.1,315.1,1217.2,47.0,176.1,10.1,0.82
2024-08-30,M01,301.8,315.0,1488.3,51.1,214.9,7.5,0.837
2024-08-31,M01,302.2,316.0,1293.8,52.7,207.9,13.3,0.855
2024-09-01,M01,301.0,315.7,1294.3,57.7,227.1,2.7,0.872
2024-09-02,M01,301.5,315.8,1247.0,47.3,224.3,9.2,0.89
2024-09-03,M01,298.7,312.6,1294.2,53.3,210.2,2.2,0.908
2024-09-04,M01,303.8,318.3,1350.1,53.3,175.4,2.9,0.926
2024-09-05,M01,299.7,314.0,1301.7,50.2,189.0,1.1,0.944
2024-09-06,M01,304.3,317.4,1229.6,49.5,181.9,0.9,0.963
2024-09-07,M01,301.4,314.0,1434.7,51.4,219.5,1.6,0.981
2024-09-08,M01,300.7,309.8,1832.7,44.3,0.0,98.2,0.0
2024-09-09,M01,296.3,306.9,1389.3,49.4,1.5,99.6,0.0
2024-09-10,M01,299.3,309.7,1548.3,32.1,3.2,94.8,0.0
2024-09-11,M01,298.7,309.3,1645.6,37.0,4.2,99.1,0.001
2024-09-12,M01,294.8,304.1,1346.4,49.1,7.1,99.3,0.001
2024-09-13,M01,297.6,308.3,1626.5,43.6,8.8,95.3,0.001
2024-09-14,M01,299.2,309.9,1361.5,31.1,9.3,95.9,0.002
2024-09-15,M01,297.6,307.6,1567.3,43.6,11.4,95.4,0.003
2024-09-16,M01,299.6,308.6,1735.4,41.2,13.7,100.1,0.004
2024-09-17,M01,296.1,307.0,1444.9,48.5,14.5,95.0,0.005
2024-09-18,M01,296.2,306.7,1306.4,50.6,16.9,97.2,0.006
2024-09-19,M01,298.0,307.8,1526.2,35.2,16.5,93.1,0.007
2024-09-20,M01,298.3,307.9,1749.2,42.5,18.0,88.6,0.009
2024-09-21,M01,299.7,309.3,1657.1,43.1,18.9,87.8,0.01
2024-09-22,M01,297.0,306.9,1635.4,39.4,22.3,90.5,0.012
2024-09-23,M01,294.5,305.7,1493.6,39.3,22.1,84.4,0.013
2024-09-24,M01,297.2,307.0,1604.6,40.7,30.5,88.1,0.015
2024-09-25,M01,299.7,310.2,1593.6,33.6,23.9,92.1,0.017
2024-09-26,M01,299.5,311.6,1536.0,39.1,34.5,90.2,0.019
2024-09-27,M01,299.8,310.4,1238.8,40.4,36.2,83.0,0.021
2024-09-28,M01,296.6,306.7,1360.3,47.6,34.8,82.1,0.024
2024-09-29,M01,300.2,312.3,1542.2,42.2,38.7,83.1,0.026
2024-09-30,M01,300.3,311.1,1510.4,41.2,37.9,85.1,0.029
2024-10-01,M01,299.0,309.7,1563.7,39.5,33.8,82.7,0.031
2024-10-02,M01,296.6,309.2,1398.3,45.5,39.5,84.5,0.034
2024-10-03,M01,302.2,311.6,1376.2,41.6,34.8,79.6,0.037
2024-10-04,M01,299.7,310.2,1664.6,39.8,42.4,78.8,0.04
2024-10-05,M01,302.1,312.1,1537.2,35.8,38.9,79.6,0.043
2024-10-06,M01,296.4,307.8,1176.4,40.5,45.1,78.1,0.046
2024-10-07,M01,296.2,306.7,1480.1,42.2,47.7,78.1,0.05
2024-10-08,M01,297.8,308.2,1503.8,41.3,48.6,73.4,0.053
2024-10-09,M01,300.3,310.6,1446.7,43.5,42.9,78.0,0.057
2024-10-10,M01,296.8,308.0,1457.9,49.0,47.4,79.3,0.061
2024-10-11,M01,298.8,309.1,1400.8,36.1,56.5,73.0,0.064
2024-10-12,M01,299.0,311.1,1597.1,36.3,64.0,72.7,0.068
2024-10-13,M01,299.5,312.2,1411.9,44.8,56.2,69.4,0.072
2024-10-14,M01,297.6,308.0,1447.1,40.7,67.7,76.2,0.077
2024-10-15,M01,299.3,309.4,1418.2,46.5,66.5,72.7,0.081
2024-10-16,M01,297.6,310.8,1375.3,47.8,52.7,74.9,0.085
2024-10-17,M01,296.2,308.7,1424.4,44.8,70.4,72.9,0.09
2024-10-18,M01,300.0,311.3,1449.0,39.1,59.4,71.2,0.095
2024-10-19,M01,299.1,310.8,1603.7,47.7,72.6,69.0,0.099
2024-10-20,M01,296.0,305.7,1483.4,46.6,59.9,66.2,0.104
2024-10-21,M01,300.5,310.8,1463.3,37.8,80.5,63.3,0.109
2024-10-22,M01,295.8,307.9,1499.4,52.8,62.3,67.7,0.115
2024-10-23,M01,298.7,311.0,1523.7,41.2,73.5,66.5,0.12
2024-10-24,M01,299.5,311.4,1369.0,48.1,83.4,64.5,0.125
2024-10-25,M01,300.3,311.5,1377.2,44.7,87.6,61.8,0.131
2024-10-26,M01,299.7,312.7,1391.9,46.8,83.1,63.5,0.136
2024-10-27,M01,295.0,306.9,1390.6,34.2,91.5,61.2,0.142
2024-10-28,M01,297.7,311.1,1396.5,39.2,90.0,65.1,0.148
2024-10-29,M01,297.4,308.7,1380.7,51.9,79.9,60.9,0.154
2024-10-30,M01,297.5,308.1,1329.4,46.7,95.3,60.0,0.16
2024-10-31,M01,303.0,314.7,1652.6,38.6,85.7,59.2,0.166
2024-11-01,M01,296.0,308.2,1441.9,38.1,84.0,57.2,0.173
2024-11-02,M01,299.8,310.9,1556.5,44.2,76.2,58.4,0.179
2024-11-03,M01,299.3,311.7,1367.9,44.8,92.0,59.3,0.186
2024-11-04,M01,298.8,310.4,1539.3,43.1,107.3,60.5,0.192
2024-11-05,M01,301.8,314.7,1483.5,53.0,94.9,57.0,0.199
2024-11-06,M01,298.1,309.6,1433.4,41.3,97.5,47.3,0.206
2024-11-07,M01,299.5,311.6,1506.2,51.4,106.8,58.6,0.213
2024-11-08,M01,300.3,312.1,1395.5,57.6,95.2,50.6,0.22
2024-11-09,M01,298.8,310.4,1454.4,45.7,103.2,51.3,0.227
2024-11-10,M01,303.5,314.4,1326.1,48.2,99.8,47.3,0.235
2024-11-11,M01,297.6,308.5,1381.1,51.4,93.5,52.3,0.242
2024-11-12,M01,300.9,311.2,1419.9,40.7,97.9,46.5,0.25
2024-11-13,M01,301.2,315.1,1460.2,40.7,107.0,51.8,0.258
2024-11-14,M01,300.9,313.8,1428.3,52.6,124.9,48.1,0.266
2024-11-15,M01,301.3,313.6,1489.6,45.6,116.6,43.2,0.274
2024-11-16,M01,300.6,314.3,1435.8,49.9,125.1,51.3,0.282
2024-11-17,M01,299.5,310.8,1349.5,45.5,107.9,47.6,0.29
2024-11-18,M01,297.6,310.4,1524.7,46.6,124.8,46.7,0.298
2024-11-19,M01,300.5,312.5,1512.7,42.3,113.4,41.9,0.307
2024-11-20,M01,300.4,312.6,1578.7,48.3,131.0,45.0,0.315
2024-11-21,M01,298.6,311.8,1450.9,46.3,104.0,42.9,0.324
2024-11-22,M01,298.7,312.7,1556.0,53.0,119.0,49.4,0.333
2024-11-23,M01,300.5,312.9,1472.1,48.7,125.0,42.3,0.342
2024-11-24,M01,298.0,310.5,1347.9,46.1,109.8,40.9,0.351
2024-11-25,M01,301.1,313.3,1227.4,41.4,148.8,41.5,0.36
2024-11-26,M01,300.6,312.7,1235.0,44.8,110.5,41.0,0.369
2024-11-27,M01,301.0,314.1,1428.7,49.1,121.7,37.7,0.379
2024-11-28,M01,298.1,311.4,1391.6,51.0,121.6,39.3,0.388
2024-11-29,M01,298.7,311.3,1453.9,47.8,120.4,40.9,0.398
2024-11-30,M01,301.6,313.9,1524.2,42.8,141.0,36.7,0.408
2024-12-01,M01,299.5,312.4,1550.9,51.5,160.3,41.1,0.418
2024-12-02,M01,299.2,309.9,1567.6,50.9,150.5,28.7,0.428
2024-12-03,M01,298.1,310.8,1422.9,49.9,158.6,35.8,0.438
2024-12-04,M01,301.9,313.6,1378.5,39.8,161.2,34.2,0.448
2024-12-05,M01,301.6,312.5,1450.6,50.6,122.9,34.0,0.458
2024-12-06,M01,300.5,313.3,1213.4,47.3,136.3,29.8,0.469
2024-12-07,M01,298.4,310.2,1393.8,46.3,168.8,30.1,0.479
2024-12-08,M01,304.4,316.5,1341.6,52.4,144.2,34.0,0.49
2024-12-09,M01,301.5,314.8,1476.3,45.9,130.1,26.9,0.501
2024-12-10,M01,300.5,310.9,1388.2,45.9,157.6,22.1,0.512
2024-12-11,M01,300.2,312.7,1270.5,47.7,130.9,27.0,0.523
2024-12-12,M01,301.3,312.7,1475.7,40.0,139.7,28.4,0.534
2024-12-13,M01,299.8,313.3,1524.2,43.6,152.5,23.4,0.545
2024-12-14,M01,300.7,313.8,1449.3,40.2,151.0,22.4,0.557
2024-12-15,M01,301.8,316.7,1355.5,46.7,164.7,24.3,0.568
2024-12-16,M01,300.4,313.6,1651.5,53.8,176.4,25.7,0.58
2024-12-17,M01,299.7,311.0,1320.8,45.7,146.7,16.3,0.592
2024-12-18,M01,298.4,312.3,1449.8,46.9,148.7,20.5,0.604
2024-12-19,M01,302.7,317.4,1476.5,51.9,182.2,20.7,0.616
2024-12-20,M01,301.3,313.8,1477.7,44.1,161.7,21.3,0.628
2024-12-21,M01,299.7,313.6,1245.4,48.4,153.2,21.6,0.64
2024-12-22,M01,300.8,313.1,1426.9,51.4,194.1,13.0,0.652
2024-12-23,M01,297.8,310.3,1445.8,44.6,171.2,19.4,0.665
2024-12-24,M01,299.7,313.0,1353.7,51.7,194.0,14.8,0.677
2024-12-25,M01,302.3,315.6,1260.9,47.5,161.9,19.7,0.69
2024-12-26,M01,303.3,315.9,1537.2,43.7,164.7,14.1,0.703
2024-12-27,M01,299.8,311.7,1363.1,49.9,207.8,15.4,0.716
2024-12-28,M01,299.5,313.5,1477.3,44.7,195.7,13.7,0.729
2024-12-29,M01,300.4,311.6,1339.1,46.1,164.5,12.8,0.742
2024-12-30,M01,300.7,315.7,1376.4,47.3,210.6,13.7,0.756
2024-12-31,M01,301.5,315.9,1324.3,54.1,163.6,12.2,0.769
2025-01-01,M01,298.2,312.4,1320.0,53.8,205.6,10.2,0.783
2025-01-02,M01,298.8,312.8,1320.6,48.2,163.8,6.4,0.796
2025-01-03,M01,303.2,317.0,1509.8,47.3,165.1,3.8,0.81
2025-01-04,M01,299.9,313.4,1265.3,52.5,207.7,9.3,0.824
2025-01-05,M01,301.5,315.6,1476.3,47.9,202.3,13.1,0.838
2025-01-06,M01,297.1,310.5,1364.5,47.8,211.2,13.4,0.852
2025-01-07,M01,301.6,317.3,1377.3,37.8,172.7,8.1,0.866
2025-01-08,M01,304.1,317.7,1224.5,58.1,187.6,2.9,0.881
2025-01-09,M01,300.2,315.8,1395.3,50.2,190.4,3.1,0.895
2025-01-10,M01,304.4,319.0,1453.1,52.3,206.8,6.5,0.91
2025-01-11,M01,300.3,314.5,1199.3,51.8,199.3,1.9,0.925
2025-01-12,M01,305.1,321.5,1336.2,52.4,182.9,2.6,0.939
2025-01-13,M01,301.0,313.4,1392.2,39.9,213.8,0.9,0.954
2025-01-14,M01,299.6,313.0,1367.0,39.6,206.9,1.3,0.969
2025-01-15,M01,301.7,314.2,1459.3,43.2,213.5,0.0,0.985
2025-01-16,M01,301.4,311.5,1404.8,32.8,0.0,96.8,0.0
2025-01-17,M01,300.5,310.2,1451.6,42.2,1.4,101.9,0.0
2025-01-18,M01,300.4,309.7,1569.6,42.6,2.7,98.5,0.0
2025-01-19,M01,299.6,307.2,1373.4,31.9,3.5,96.5,0.0
2025-01-20,M01,298.4,308.6,1571.2,45.1,4.5,97.8,0.001
2025-01-21,M01,296.6,305.9,1606.4,35.9,5.6,98.2,0.001
2025-01-22,M01,300.6,312.0,1603.5,35.5,8.3,98.8,0.001
2025-01-23,M01,301.4,310.9,1554.3,44.2,9.9,94.0,0.002
2025-01-24,M01,298.1,309.0,1386.8,42.2,8.3,98.7,0.002
2025-01-25,M01,302.8,314.5,1313.6,38.5,10.0,96.1,0.003
2025-01-26,M01,299.4,310.3,1443.6,38.5,13.4,94.1,0.003
2025-01-27,M01,297.5,307.5,1481.2,33.8,14.5,92.3,0.004
2025-01-28,M01,300.9,313.1,1618.1,42.1,14.4,88.9,0.005
2025-01-29,M01,296.9,306.3,1419.3,35.7,15.1,87.0,0.006
2025-01-30,M01,299.1,308.2,1471.9,39.2,14.7,92.1,0.006
2025-01-31,M01,297.8,307.1,1419.3,41.4,18.9,92.8,0.007
2025-02-01,M01,295.6,305.0,1526.3,30.5,18.8,95.7,0.008
2025-02-02,M01,297.3,306.2,1480.1,44.3,23.1,89.5,0.01
2025-02-03,M01,295.5,306.4,1473.9,44.5,25.7,92.9,0.011
2025-02-04,M01,297.2,307.0,1329.5,41.3,25.4,88.9,0.012
2025-02-05,M01,295.6,307.7,1430.0,32.2,26.2,85.5,0.013
2025-02-06,M01,296.0,305.4,1567.2,33.4,28.8,84.4,0.015
2025-02-07,M01,298.3,308.6,1537.9,35.4,23.5,87.7,0.016
2025-02-08,M01,298.7,309.5,1321.4,39.4,30.7,88.1,0.017
2025-02-09,M01,292.3,302.3,1380.0,37.7,33.5,84.4,0.019
2025-02-10,M01,297.5,308.5,1481.2,46.0,33.0,88.4,0.021
2025-02-11,M01,298.0,307.9,1563.3,41.6,34.2,88.5,0.022
2025-02-12,M01,294.9,304.3,1609.7,46.6,36.2,82.2,0.024
2025-02-13,M01,294.8,303.5,1511.6,30.0,29.4,83.4,0.026
2025-02-14,M01,296.3,307.2,1474.4,49.0,33.8,79.4,0.028
2025-02-15,M01,296.2,307.2,1290.7,38.4,39.4,89.9,0.03
2025-02-16,M01,301.3,310.8,1428.7,45.0,41.5,82.0,0.032
2025-02-17,M01,298.2,309.1,1504.6,39.5,42.9,80.7,0.034
2025-02-18,M01,298.2,309.5,1554.3,34.9,39.6,82.2,0.036
2025-02-19,M01,295.1,306.6,1521.4,42.2,47.9,81.3,0.038
2025-02-20,M01,297.0,307.1,1588.5,44.2,41.3,78.7,0.04
2025-02-21,M01,299.2,309.8,1540.3,40.9,50.3,79.1,0.043
2025-02-22,M01,296.8,308.1,1573.0,31.0,41.2,77.8,0.045
2025-02-23,M01,300.9,311.9,1434.1,56.5,43.3,75.3,0.048
2025-02-24,M01,299.9,310.5,1412.4,43.6,54.3,78.6,0.05
2025-02-25,M01,297.6,308.7,1353.4,38.5,43.5,79.9,0.053
2025-02-26,M01,301.2,312.5,1431.8,45.4,57.9,79.1,0.056
2025-02-27,M01,299.4,310.3,1507.3,41.5,59.1,76.6,0.058
2025-02-28,M01,298.5,308.7,1381.1,58.3,55.8,77.6,0.061
2025-03-01,M01,299.7,310.3,1180.6,42.1,49.8,76.8,0.064
2025-03-02,M01,300.4,311.0,1596.6,39.1,47.0,74.8,0.067
2025-03-03,M01,299.8,309.3,1440.6,41.0,57.1,69.1,0.07
2025-03-04,M01,301.8,313.5,1607.9,39.6,55.0,72.7,0.073
2025-03-05,M01,298.2,307.8,1416.4,40.0,66.7,71.0,0.076
2025-03-06,M01,300.4,311.0,1357.9,46.2,65.2,66.9,0.079
2025-03-07,M01,299.1,309.9,1459.8,41.1,63.5,71.6,0.083
2025-03-08,M01,301.2,311.8,1346.1,39.0,53.4,68.4,0.086
2025-03-09,M01,301.0,312.6,1410.4,39.1,74.7,73.3,0.089
2025-03-10,M01,300.5,311.8,1331.1,38.4,58.0,69.1,0.093
2025-03-11,M01,297.3,308.1,1395.0,46.3,57.1,68.4,0.096
2025-03-12,M01,302.4,313.8,1403.7,42.2,66.4,72.6,0.1
2025-03-13,M01,297.9,311.7,1357.6,50.2,59.6,69.2,0.104
2025-03-14,M01,299.2,310.3,1385.3,32.9,64.8,66.5,0.107
2025-03-15,M01,299.9,311.8,1471.8,45.2,73.9,61.8,0.111
2025-03-16,M01,299.0,310.6,1517.8,43.7,64.1,64.5,0.115
2025-03-17,M01,297.4,309.7,1305.3,45.8,82.9,66.6,0.119
2025-03-18,M01,301.4,313.0,1425.8,42.9,86.0,59.3,0.123
2025-03-19,M01,300.9,313.2,1501.4,49.4,84.0,64.1,0.127
2025-03-20,M01,299.2,311.7,1539.6,50.5,86.8,65.5,0.131
2025-03-21,M01,296.0,308.0,1418.4,44.9,83.7,61.6,0.135
2025-03-22,M01,298.5,311.2,1404.8,36.1,78.8,63.5,0.14
2025-03-23,M01,301.6,312.2,1281.2,48.0,92.8,63.5,0.144
2025-03-24,M01,298.7,307.8,1486.4,47.9,71.6,64.1,0.148
2025-03-25,M01,296.0,305.9,1384.8,43.8,95.7,60.6,0.153
2025-03-26,M01,301.7,314.3,1448.8,42.8,79.1,61.5,0.157
2025-03-27,M01,296.1,308.7,1475.2,47.5,81.8,54.8,0.162
2025-03-28,M01,300.4,312.5,1586.0,47.5,90.0,56.9,0.167
2025-03-29,M01,300.1,313.1,1455.4,53.2,81.9,61.4,0.171
2025-03-30,M01,299.1,310.6,1515.9,43.9,78.2,52.5,0.176
2025-03-31,M01,299.4,311.6,1363.6,54.4,98.6,59.3,0.181
2025-04-01,M01,298.7,309.9,1404.1,47.8,80.4,50.6,0.186
2025-04-02,M01,299.1,311.1,1514.8,44.9,101.9,54.2,0.191
2025-04-03,M01,300.6,310.6,1461.4,34.8,81.5,55.4,0.196
2025-04-04,M01,297.9,309.7,1361.4,52.8,109.3,52.4,0.201
2025-04-05,M01,300.0,310.0,1432.2,49.4,96.3,57.6,0.206
2025-04-06,M01,298.4,309.0,1402.6,37.5,113.3,48.5,0.211
2025-04-07,M01,300.7,313.3,1400.8,50.3,92.1,57.5,0.217
2025-04-08,M01,300.0,310.4,1464.4,39.9,99.6,51.9,0.222
2025-04-09,M01,299.6,310.9,1586.0,43.7,108.5,50.5,0.228
2025-04-10,M01,295.7,309.6,1442.7,45.6,115.8,51.9,0.233
2025-04-11,M01,299.7,312.4,1503.8,41.7,96.2,48.4,0.239
2025-04-12,M01,296.7,308.6,1408.8,43.5,116.4,54.5,0.244
2025-04-13,M01,300.3,312.5,1616.7,50.8,114.3,53.1,0.25
2025-04-14,M01,299.2,311.1,1537.2,43.4,106.2,48.8,0.256
2025-04-15,M01,299.5,312.2,1442.4,41.1,104.5,50.2,0.262
2025-04-16,M01,298.2,309.6,1473.9,47.6,117.9,46.5,0.268
2025-04-17,M01,299.9,312.0,1384.2,35.0,130.7,44.6,0.274
2025-04-18,M01,298.7,311.3,1464.4,49.8,123.2,44.8,0.28
2025-04-19,M01,298.8,311.0,1239.5,42.9,104.7,44.8,0.286
2025-04-20,M01,301.3,312.9,1558.8,48.1,117.3,45.8,0.292
2025-04-21,M01,300.0,313.3,1481.4,49.7,103.8,43.7,0.298
2025-04-22,M01,296.7,309.2,1306.4,42.6,100.1,43.7,0.304
2025-04-23,M01,295.7,306.6,1421.9,45.0,124.5,44.4,0.311
2025-04-24,M01,301.9,314.9,1475.1,52.3,134.9,43.0,0.317
2025-04-25,M01,300.2,311.9,1403.9,48.5,121.7,36.5,0.324
2025-04-26,M01,300.6,310.2,1545.6,40.8,128.4,42.8,0.33
2025-04-27,M01,300.2,313.4,1442.9,42.8,110.1,40.3,0.337
2025-04-28,M01,298.2,311.4,1419.8,40.4,126.1,40.3,0.344
2025-04-29,M01,299.6,311.2,1411.5,49.8,118.5,39.1,0.35
2025-04-30,M01,300.5,311.4,1445.6,47.4,145.4,34.4,0.357
2025-05-01,M01,301.8,316.2,1529.3,38.0,137.4,39.8,0.364
2025-05-02,M01,303.6,316.3,1450.2,43.5,146.0,38.1,0.371
2025-05-03,M01,301.5,313.5,1337.9,55.4,129.7,36.7,0.378
2025-05-04,M01,296.5,309.7,1495.0,50.2,121.9,36.8,0.385
2025-05-05,M01,297.2,310.2,1539.2,44.6,155.2,36.5,0.392
2025-05-06,M01,296.9,308.9,1299.6,48.3,132.5,32.8,0.4
2025-05-07,M01,297.4,311.3,1434.1,48.2,123.5,38.6,0.407
2025-05-08,M01,300.3,313.8,1288.8,39.7,116.9,32.9,0.414
2025-05-09,M01,301.1,313.5,1402.0,42.4,118.4,34.3,0.422
2025-05-10,M01,299.5,311.1,1290.3,45.2,159.1,33.5,0.429
2025-05-11,M01,303.6,317.5,1332.9,51.9,138.6,34.2,0.437
2025-05-12,M01,300.2,313.1,1582.8,53.2,163.5,33.9,0.444
2025-05-13,M01,298.3,310.8,1377.8,40.2,133.8,30.0,0.452
2025-05-14,M01,299.7,313.2,1275.6,43.4,126.1,33.1,0.46
2025-05-15,M01,298.1,308.6,1292.1,40.5,169.2,36.5,0.468
2025-05-16,M01,295.2,307.7,1359.5,42.7,138.9,27.7,0.476
2025-05-17,M01,294.5,307.6,1333.6,52.6,144.7,28.0,0.484
2025-05-18,M01,303.1,316.0,1280.2,57.2,157.5,30.2,0.492
2025-05-19,M01,299.3,314.7,1299.8,51.8,127.9,31.7,0.5
2025-05-20,M01,296.8,310.9,1247.9,42.1,147.2,24.3,0.508
2025-05-21,M01,300.3,313.4,1430.6,49.5,156.8,30.6,0.516
2025-05-22,M01,300.6,313.7,1246.0,40.8,174.3,29.9,0.524
2025-05-23,M01,300.9,315.2,1336.9,46.6,149.7,29.2,0.533
2025-05-24,M01,299.6,312.4,1330.1,48.6,167.0,29.2,0.541
2025-05-25,M01,298.8,310.5,1450.4,44.7,152.7,23.0,0.55
2025-05-26,M01,302.7,314.5,1529.8,48.2,176.6,28.3,0.558
2025-05-27,M01,301.6,314.4,1552.9,51.0,161.4,24.0,0.567
2025-05-28,M01,300.5,313.6,1324.5,41.7,158.9,30.6,0.576
2025-05-29,M01,301.9,315.8,1453.8,50.2,152.6,23.4,0.584
2025-05-30,M01,300.3,311.7,1374.8,42.8,176.1,24.9,0.593
2025-05-31,M01,300.4,313.7,1457.7,40.8,152.4,19.5,0.602
2025-06-01,M01,302.0,314.9,1412.8,42.1,193.5,22.2,0.611
2025-06-02,M01,299.1,311.8,1338.6,46.5,148.8,21.3,0.62
2025-06-03,M01,299.9,313.4,1581.8,50.4,146.0,19.8,0.629
2025-06-04,M01,298.6,310.3,1343.9,46.2,195.5,23.5,0.638
2025-06-05,M01,301.3,312.9,1574.3,54.1,178.2,17.5,0.647
2025-06-06,M01,301.0,316.3,1372.9,44.5,184.1,19.6,0.657
2025-06-07,M01,300.1,314.1,1417.0,48.2,181.0,14.8,0.666
2025-06-08,M01,302.0,316.4,1374.6,43.9,194.3,20.7,0.675
2025-06-09,M01,298.6,313.0,1434.5,57.5,176.5,13.7,0.685
2025-06-10,M01,301.0,315.9,1363.9,51.7,177.4,18.4,0.694
2025-06-11,M01,302.3,316.5,1260.1,51.8,179.1,11.7,0.704
2025-06-12,M01,301.4,316.1,1350.9,41.9,197.7,16.3,0.714
2025-06-13,M01,299.2,313.1,1307.3,44.2,167.2,15.8,0.723
2025-06-14,M01,299.7,313.9,1464.8,45.4,205.5,14.7,0.733
2025-06-15,M01,299.3,312.4,1371.4,50.4,207.7,11.8,0.743
2025-06-16,M01,300.4,313.5,1270.4,47.1,194.8,10.6,0.753
2025-06-17,M01,303.3,317.1,1220.9,46.6,159.3,10.7,0.763
2025-06-18,M01,300.9,314.0,1311.1,49.8,218.9,18.5,0.773
2025-06-19,M01,303.4,317.4,1429.3,42.9,200.4,4.2,0.783
2025-06-20,M01,301.6,315.9,1317.4,43.2,210.4,8.6,0.794
2025-06-21,M01,300.5,312.3,1261.4,49.7,222.8,8.4,0.804
2025-06-22,M01,300.6,314.8,1181.5,54.2,178.5,12.7,0.814
2025-06-23,M01,300.0,313.5,1389.5,56.4,201.6,9.0,0.825
